"## GtoPdb Version: 2022.1 - published: 2022-03-31"
"UniProtKB ID"	"Species"	"GtoPdb IUPHAR Name"	"GtoPdb IUPHAR ID"	"GtP URL"
"O75884"	"Human"	"RB binding protein 9, serine hydrolase"	"2874"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2874"
"O88851"	"Mouse"	"RB binding protein 9, serine hydrolase"	"2874"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2874"
"O88350"	"Rat"	"RB binding protein 9, serine hydrolase"	"2874"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2874"
"Q9Y6Q6"	"Human"	"receptor activator of NF-kappa B"	"1881"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1881"
"O35305"	"Mouse"	"receptor activator of NF-kappa B"	"1881"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1881"
"Q13546"	"Human"	"receptor interacting serine/threonine kinase 1"	"2189"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2189"
"Q60855"	"Mouse"	"receptor interacting serine/threonine kinase 1"	"2189"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2189"
"O43353"	"Human"	"receptor interacting serine/threonine kinase 2"	"2190"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2190"
"P58801"	"Mouse"	"receptor interacting serine/threonine kinase 2"	"2190"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2190"
"Q9Y572"	"Human"	"receptor interacting serine/threonine kinase 3"	"2191"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2191"
"Q9QZL0"	"Mouse"	"receptor interacting serine/threonine kinase 3"	"2191"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2191"
"Q9Z2P5"	"Rat"	"receptor interacting serine/threonine kinase 3"	"2191"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2191"
"P57078"	"Human"	"receptor interacting serine/threonine kinase 4"	"2192"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2192"
"Q9ERK0"	"Mouse"	"receptor interacting serine/threonine kinase 4"	"2192"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2192"
"P34925"	"Human"	"receptor like tyrosine kinase"	"1849"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1849"
"Q01887"	"Mouse"	"receptor like tyrosine kinase"	"1849"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1849"
"Q01973"	"Human"	"receptor tyrosine kinase like orphan receptor 1"	"1845"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1845"
"Q9Z139"	"Mouse"	"receptor tyrosine kinase like orphan receptor 1"	"1845"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1845"
"Q01974"	"Human"	"receptor tyrosine kinase like orphan receptor 2"	"1846"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1846"
"Q9Z138"	"Mouse"	"receptor tyrosine kinase like orphan receptor 2"	"1846"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1846"
"P41440"	"Human"	"Reduced folate transporter 1"	"1014"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1014"
"P41438"	"Mouse"	"Reduced folate transporter 1"	"1014"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1014"
"Q62866"	"Rat"	"Reduced folate transporter 1"	"1014"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1014"
"Q08116"	"Human"	"regulator of G-protein signaling 1"	"2804"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2804"
"Q9JL25"	"Mouse"	"regulator of G-protein signaling 1"	"2804"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2804"
"P97844"	"Rat"	"regulator of G-protein signaling 1"	"2804"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2804"
"O43665"	"Human"	"regulator of G-protein signaling 10"	"2818"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2818"
"Q9CQE5"	"Mouse"	"regulator of G-protein signaling 10"	"2818"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2818"
"P49806"	"Rat"	"regulator of G-protein signaling 10"	"2818"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2818"
"O94810"	"Human"	"regulator of G-protein signaling 11"	"2814"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2814"
"Q9Z2H1"	"Mouse"	"regulator of G-protein signaling 11"	"2814"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2814"
"P49807"	"Rat"	"regulator of G-protein signaling 11"	"2814"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2814"
"O14924"	"Human"	"regulator of G-protein signaling 12"	"2819"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2819"
"Q8CGE9"	"Mouse"	"regulator of G-protein signaling 12"	"2819"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2819"
"O08774"	"Rat"	"regulator of G-protein signaling 12"	"2819"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2819"
"O14921"	"Human"	"regulator of G-protein signaling 13"	"2805"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2805"
"Q8K443"	"Mouse"	"regulator of G-protein signaling 13"	"2805"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2805"
"O43566"	"Human"	"regulator of G-protein signaling 14"	"2820"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2820"
"P97492"	"Mouse"	"regulator of G-protein signaling 14"	"2820"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2820"
"O08773"	"Rat"	"regulator of G-protein signaling 14"	"2820"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2820"
"O15492"	"Human"	"regulator of G-protein signaling 16"	"2806"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2806"
"P97428"	"Mouse"	"regulator of G-protein signaling 16"	"2806"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2806"
"P56700"	"Rat"	"regulator of G-protein signaling 16"	"2806"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2806"
"Q9UGC6"	"Human"	"regulator of G-protein signaling 17"	"2801"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2801"
"Q9QZB0"	"Mouse"	"regulator of G-protein signaling 17"	"2801"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2801"
"Q9NS28"	"Human"	"regulator of G-protein signaling 18"	"2807"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2807"
"Q99PG4"	"Mouse"	"regulator of G-protein signaling 18"	"2807"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2807"
"Q4L0E8"	"Rat"	"regulator of G-protein signaling 18"	"2807"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2807"
"P49795"	"Human"	"regulator of G-protein signaling 19"	"2802"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2802"
"Q9CX84"	"Mouse"	"regulator of G-protein signaling 19"	"2802"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2802"
"O70521"	"Rat"	"regulator of G-protein signaling 19"	"2802"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2802"
"P41220"	"Human"	"regulator of G-protein signaling 2"	"2808"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2808"
"O08849"	"Mouse"	"regulator of G-protein signaling 2"	"2808"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2808"
"Q9JHX0"	"Rat"	"regulator of G-protein signaling 2"	"2808"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2808"
"O76081"	"Human"	"regulator of G-protein signaling 20"	"2803"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2803"
"Q9QZB1"	"Mouse"	"regulator of G-protein signaling 20"	"2803"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2803"
"Q2M5E4"	"Human"	"regulator of G-protein signaling 21"	"2809"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2809"
"P49796"	"Human"	"regulator of G-protein signaling 3"	"2810"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2810"
"Q9DC04"	"Mouse"	"regulator of G-protein signaling 3"	"2810"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2810"
"P49797"	"Rat"	"regulator of G-protein signaling 3"	"2810"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2810"
"P49798"	"Human"	"regulator of G-protein signaling 4"	"2811"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2811"
"O08899"	"Mouse"	"regulator of G-protein signaling 4"	"2811"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2811"
"P49799"	"Rat"	"regulator of G-protein signaling 4"	"2811"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2811"
"O15539"	"Human"	"regulator of G-protein signaling 5"	"2812"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2812"
"O08850"	"Mouse"	"regulator of G-protein signaling 5"	"2812"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2812"
"P49800"	"Rat"	"regulator of G-protein signaling 5"	"2812"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2812"
"P49758"	"Human"	"regulator of G-protein signaling 6"	"2815"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2815"
"Q9Z2H2"	"Mouse"	"regulator of G-protein signaling 6"	"2815"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2815"
"P49801"	"Rat"	"regulator of G-protein signaling 6"	"2815"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2815"
"P49802"	"Human"	"regulator of G-protein signaling 7"	"2816"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2816"
"O54829"	"Mouse"	"regulator of G-protein signaling 7"	"2816"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2816"
"P49803"	"Rat"	"regulator of G-protein signaling 7"	"2816"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2816"
"P57771"	"Human"	"regulator of G-protein signaling 8"	"2813"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2813"
"Q8BXT1"	"Mouse"	"regulator of G-protein signaling 8"	"2813"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2813"
"P49804"	"Rat"	"regulator of G-protein signaling 8"	"2813"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2813"
"O75916"	"Human"	"regulator of G-protein signaling 9"	"2817"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2817"
"O54828"	"Mouse"	"regulator of G-protein signaling 9"	"2817"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2817"
"P49805"	"Rat"	"regulator of G-protein signaling 9"	"2817"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2817"
"Q969Z4"	"Human"	"RELT"	"1892"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1892"
"Q8BX43"	"Mouse"	"RELT"	"1892"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1892"
"P00797"	"Human"	"renin"	"2413"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2413"
"P06281"	"Mouse"	"renin"	"2413"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2413"
"P08424"	"Rat"	"renin"	"2413"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2413"
"Q96B86"	"Human"	"repulsive guidance molecule BMP co-receptor a"	"2911"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2911"
"Q6PCX7"	"Mouse"	"repulsive guidance molecule BMP co-receptor a"	"2911"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2911"
"Q9NQC3"	"Human"	"reticulon 4"	"2838"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2838"
"Q99P72"	"Mouse"	"reticulon 4"	"2838"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2838"
"Q9JK11"	"Rat"	"reticulon 4"	"2838"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2838"
"P12271"	"Human"	"retinaldehyde binding protein 1"	"2545"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2545"
"Q9Z275"	"Mouse"	"retinaldehyde binding protein 1"	"2545"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2545"
"P10276"	"Human"	"Retinoic acid receptor-&alpha;"	"590"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=590"
"P11416"	"Mouse"	"Retinoic acid receptor-&alpha;"	"590"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=590"
"P10826"	"Human"	"Retinoic acid receptor-&beta;"	"591"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=591"
"P22605"	"Mouse"	"Retinoic acid receptor-&beta;"	"591"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=591"
"D3ZFD9"	"Rat"	"Retinoic acid receptor-&beta;"	"591"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=591"
"P13631"	"Human"	"Retinoic acid receptor-&gamma;"	"592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=592"
"P18911"	"Mouse"	"Retinoic acid receptor-&gamma;"	"592"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=592"
"P19793"	"Human"	"Retinoid X receptor-&alpha;"	"610"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=610"
"P28700"	"Mouse"	"Retinoid X receptor-&alpha;"	"610"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=610"
"Q05343"	"Rat"	"Retinoid X receptor-&alpha;"	"610"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=610"
"P28702"	"Human"	"Retinoid X receptor-&beta;"	"611"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=611"
"P28704"	"Mouse"	"Retinoid X receptor-&beta;"	"611"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=611"
"P49743"	"Rat"	"Retinoid X receptor-&beta;"	"611"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=611"
"P48443"	"Human"	"Retinoid X receptor-&gamma;"	"612"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=612"
"P28705"	"Mouse"	"Retinoid X receptor-&gamma;"	"612"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=612"
"Q5BJR8"	"Rat"	"Retinoid X receptor-&gamma;"	"612"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=612"
"P09455"	"Human"	"retinol binding protein 1"	"2546"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2546"
"Q00915"	"Mouse"	"retinol binding protein 1"	"2546"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2546"
"P02696"	"Rat"	"retinol binding protein 1"	"2546"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2546"
"P50120"	"Human"	"retinol binding protein 2"	"2547"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2547"
"Q08652"	"Mouse"	"retinol binding protein 2"	"2547"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2547"
"P06768"	"Rat"	"retinol binding protein 2"	"2547"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2547"
"P10745"	"Human"	"retinol binding protein 3"	"2548"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2548"
"P49194"	"Mouse"	"retinol binding protein 3"	"2548"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2548"
"P02753"	"Human"	"retinol binding protein 4"	"2549"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2549"
"Q00724"	"Mouse"	"retinol binding protein 4"	"2549"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2549"
"P04916"	"Rat"	"retinol binding protein 4"	"2549"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2549"
"P82980"	"Human"	"retinol binding protein 5"	"2550"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2550"
"Q96R05"	"Human"	"retinol binding protein 7"	"2551"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2551"
"Q9EPC5"	"Mouse"	"retinol binding protein 7"	"2551"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2551"
"P07949"	"Human"	"ret proto-oncogene"	"2185"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2185"
"P35546"	"Mouse"	"ret proto-oncogene"	"2185"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2185"
"P20393"	"Human"	"Rev-Erb-&alpha;"	"596"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=596"
"Q3UV55"	"Mouse"	"Rev-Erb-&alpha;"	"596"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=596"
"Q63503"	"Rat"	"Rev-Erb-&alpha;"	"596"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=596"
"Q14995"	"Human"	"Rev-Erb-&beta;"	"597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=597"
"Q60674"	"Mouse"	"Rev-Erb-&beta;"	"597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=597"
"Q63504"	"Rat"	"Rev-Erb-&beta;"	"597"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=597"
"Q13464"	"Human"	"Rho associated coiled-coil containing protein kinase 1"	"1503"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1503"
"P70335"	"Mouse"	"Rho associated coiled-coil containing protein kinase 1"	"1503"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1503"
"Q63644"	"Rat"	"Rho associated coiled-coil containing protein kinase 1"	"1503"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1503"
"O75116"	"Human"	"Rho associated coiled-coil containing protein kinase 2"	"1504"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1504"
"P70336"	"Mouse"	"Rho associated coiled-coil containing protein kinase 2"	"1504"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1504"
"Q62868"	"Rat"	"Rho associated coiled-coil containing protein kinase 2"	"1504"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1504"
"P08100"	"Human"	"Rhodopsin"	"2963"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2963"
"P15409"	"Mouse"	"Rhodopsin"	"2963"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2963"
"P51489"	"Rat"	"Rhodopsin"	"2963"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2963"
"P23921"	"Human"	"ribonucleotide reductase catalytic subunit M1"	"2630"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2630"
"P07742"	"Mouse"	"ribonucleotide reductase catalytic subunit M1"	"2630"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2630"
"P31350"	"Human"	"ribonucleotide reductase regulatory subunit M2"	"2631"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2631"
"P11157"	"Mouse"	"ribonucleotide reductase regulatory subunit M2"	"2631"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2631"
"Q4KLN6"	"Rat"	"ribonucleotide reductase regulatory subunit M2"	"2631"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2631"
"Q7LG56"	"Human"	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"	"2754"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2754"
"Q6PEE3"	"Mouse"	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"	"2754"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2754"
"Q15418"	"Human"	"ribosomal protein S6 kinase A1"	"1527"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1527"
"P18653"	"Mouse"	"ribosomal protein S6 kinase A1"	"1527"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1527"
"Q63531"	"Rat"	"ribosomal protein S6 kinase A1"	"1527"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1527"
"Q15349"	"Human"	"ribosomal protein S6 kinase A2"	"1529"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1529"
"Q9WUT3"	"Mouse"	"ribosomal protein S6 kinase A2"	"1529"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1529"
"P51812"	"Human"	"ribosomal protein S6 kinase A3"	"1528"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1528"
"P18654"	"Mouse"	"ribosomal protein S6 kinase A3"	"1528"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1528"
"O75676"	"Human"	"ribosomal protein S6 kinase A4"	"1524"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1524"
"Q9Z2B9"	"Mouse"	"ribosomal protein S6 kinase A4"	"1524"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1524"
"O75582"	"Human"	"ribosomal protein S6 kinase A5"	"1523"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1523"
"Q8C050"	"Mouse"	"ribosomal protein S6 kinase A5"	"1523"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1523"
"Q9UK32"	"Human"	"ribosomal protein S6 kinase A6"	"1530"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1530"
"Q7TPS0"	"Mouse"	"ribosomal protein S6 kinase A6"	"1530"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1530"
"P23443"	"Human"	"ribosomal protein S6 kinase B1"	"1525"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1525"
"Q8BSK8"	"Mouse"	"ribosomal protein S6 kinase B1"	"1525"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1525"
"P67999"	"Rat"	"ribosomal protein S6 kinase B1"	"1525"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1525"
"Q9UBS0"	"Human"	"ribosomal protein S6 kinase B2"	"1526"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1526"
"Q9Z1M4"	"Mouse"	"ribosomal protein S6 kinase B2"	"1526"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1526"
"Q96S38"	"Human"	"ribosomal protein S6 kinase C1"	"1532"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1532"
"Q8BLK9"	"Mouse"	"ribosomal protein S6 kinase C1"	"1532"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1532"
"Q9Y6S9"	"Human"	"ribosomal protein S6 kinase like 1"	"1533"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1533"
"Q8R2S1"	"Mouse"	"ribosomal protein S6 kinase like 1"	"1533"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1533"
"Q9BRS2"	"Human"	"RIO kinase 1"	"2186"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2186"
"Q922Q2"	"Mouse"	"RIO kinase 1"	"2186"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2186"
"Q9BVS4"	"Human"	"RIO kinase 2"	"2187"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2187"
"Q9CQS5"	"Mouse"	"RIO kinase 2"	"2187"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2187"
"Q5I0I1"	"Rat"	"RIO kinase 2"	"2187"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2187"
"O14730"	"Human"	"RIO kinase 3"	"2188"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2188"
"Q9DBU3"	"Mouse"	"RIO kinase 3"	"2188"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2188"
"P18433"	"Human"	"RTP Type A"	"1850"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1850"
"P18052"	"Mouse"	"RTP Type A"	"1850"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1850"
"Q03348"	"Rat"	"RTP Type A"	"1850"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1850"
"P23467"	"Human"	"RTP Type B"	"1851"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1851"
"B2RU80"	"Mouse"	"RTP Type B"	"1851"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1851"
"P08575"	"Human"	"RTP Type C"	"1852"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1852"
"P06800"	"Mouse"	"RTP Type C"	"1852"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1852"
"P04157"	"Rat"	"RTP Type C"	"1852"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1852"
"P23468"	"Human"	"RTP Type D"	"1853"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1853"
"Q64487"	"Mouse"	"RTP Type D"	"1853"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1853"
"P23469"	"Human"	"RTP Type E"	"1854"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1854"
"P49446"	"Mouse"	"RTP Type E"	"1854"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1854"
"B2GV87"	"Rat"	"RTP Type E"	"1854"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1854"
"P10586"	"Human"	"RTP Type F"	"1855"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1855"
"A2A8L5"	"Mouse"	"RTP Type F"	"1855"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1855"
